Period,Date,Open,High,Low,Close,Adj Close,Volume,OBV,OBV3DaySlope,OBV4DaySlope,OBV5DaySlope,OBV10DaySlope,AD,AD3DaySlope,AD4DaySlope,AD5DaySlope,AD10DaySlope,PVT,PVT3DaySlope,PVT4DaySlope,PVT5DaySlope,PVT10DaySlope,SlowStochastic,SlowSto1DaySlope,SlowSto1DayPercentSlope,SlowSto3DaySlope,SlowSto4DaySlope,SlowSto5DaySlope,SlowSto10DaySlope,Gain,Loss,14DayAvgGain,14DayAvgLoss,14DayRelativeStrength,14DayRSI,14DayRSI1DaySlope,14DayRSI3DaySlope,14DayRSI4DaySlope,14DayRSI5DaySlope,14DayRSI10DaySlope,VIXOpen,VIXHigh,VIXLow,VIXClose,VIX1DaySlope,VIX1DayPercentSlope,VIX3DaySlope,VIX4DaySlope,VIX5DaySlope,VIX10DaySlope,VIXSlowStochastic,VIXSlowSto1DaySlope,VIXSlowSto3DaySlope,VIXSlowSto4DaySlope,VIXSlowSto5DaySlope,VIXSlowSto10DaySlope,Buy/Sell,B/S/H_LinReg,BuySell
940,5/27/2010,1074.27002,1103.52002,1074.27002,1103.060059,1103.060059,5698460000,2.89557E+11,588705000,2099992000,937443000,-1476350485,3.77508E+11,923165575.1,2292274950,1177922980,-410121066.7,777579195.2,80874960.74,46743876.52,17082488.06,-49100241.26,34.78942188,19.61239195,129.2241766,8.108040095,6.848263606,3.513426196,-2.70318999,35.110108,0,6.644991789,8.880773945,0.748244672,42.79976848,11.01947632,5.001754444,2.936930659,1.491509352,-0.54053432,30.24,31.030001,29.540001,29.68,-5.34,-15.24842947,-2.4650005,-2.5510001,-2.4139996,0.144424285,43.82772084,-16.19654182,-7.476495072,-7.737337042,-7.321806269,-1.269055678,BUY,0.74338751,
941,5/28/2010,1102.589966,1102.589966,1084.780029,1089.410034,1089.410034,4871210000,2.84686E+11,413625000,-538294000,844897000,-1273562848,3.7517E+11,1590372132,404274308,1489977647,-239832989.6,717299487.2,63531926.14,49175420.07,36987877.48,-35761963.61,27.16456238,-7.624859499,-21.91717795,5.993766228,4.538605403,4.888565974,-1.369635288,0,13.650025,6.170349518,9.221434735,0.669131181,40.08859153,-2.711176951,4.154149685,3.289647213,2.483800433,-0.005418537,30.23,33.299999,29.530001,32.07,2.39,8.052560647,-1.475,-1.2960003,-1.7430001,-0.32024237,51.07673488,7.249014036,-4.473763892,-3.930847015,-5.286624347,-2.595513265,HOLD,-0.151496427,
942,6/1/2010,1087.300049,1094.77002,1069.890015,1070.709961,1070.709961,5271480000,2.79414E+11,-5071345000,-1820390000,-1710331000,-824316787.9,3.70246E+11,-3631261646,-756834244.9,-765164002,-72336886.82,626812840.5,-75383177.34,4945190.882,14903098.59,-23020589.6,16.71876252,-10.44579986,-38.45377561,-9.03532968,-0.299966171,0.827837412,-0.330519142,0,18.700073,5.729610267,9.898480325,0.578837365,36.66225399,-3.426337537,-3.068757244,1.193470855,1.604028817,0.381015688,34.869999,35.68,31.82,35.540001,3.470001,10.82008419,2.9300005,0.3950003,-0.109,-0.632363515,61.60145703,10.52472216,8.886868096,1.198059715,-0.330603569,-3.3451871,SELL,-0.736670348,
943,6/2/2010,1073.01001,1098.560059,1072.030029,1098.380005,1098.380005,5026360000,2.84441E+11,-122560000,-2062047000,-897843000,-237472909.1,3.75204E+11,17054113.91,-1183719324,-83281830.78,169347098.6,756707590.2,19704051.51,-15310146.17,18217755.59,-3956953.735,32.17515896,15.45639644,92.44940483,2.50529829,-1.828858862,1.592559871,1.210348868,27.670044,0,7.296784105,9.191446016,0.793866829,44.25450186,7.592247864,2.082955163,0.093786259,1.881090491,1.01796922,34.389999,34.57,29.940001,30.17,-5.370001,-15.1097379,-0.95,0.4940001,-0.3839999,-1.113696915,45.31392037,-16.28753666,-2.881407253,1.498332075,-1.164694839,-4.355964177,BUY,0.534878969,
944,6/3/2010,1098.819946,1105.670044,1091.810059,1102.829956,1102.829956,4995970000,2.89437E+11,5011165000,1927891000,-48584000,309923515.2,3.78152E+11,3953314020,1390594040,132231772.5,673830341.9,776948145.9,75067652.7,30884072.59,3814600.446,16337519.61,34.66088709,2.485728133,7.725612594,8.971062287,3.794537058,0.475352701,2.68084963,4.449951,0,7.093438883,8.534914158,0.831108404,45.38826877,1.133766918,4.363007391,2.34912796,0.934291092,1.567270054,29.65,31.200001,29.120001,29.459999,-0.710001,-2.353334438,-3.040001,-1.3200004,-0.2340002,-1.474787891,43.16044455,-2.153475822,-9.220506241,-4.003640764,-0.709736709,-4.770236484,BUY,0.598674884,
945,6/4/2010,1098.430054,1098.430054,1060.5,1064.880005,1064.880005,6180580000,2.83256E+11,-592305000,1652122000,716287000,-38509090.91,3.73399E+11,-902335388.8,1240888411,436550294.2,349543839.1,564265577,-96221006.61,-16740123.49,-15593251.5,5164981.231,13.46216809,-21.198719,-61.16034754,-9.356495436,-0.728405516,-0.946266401,1.08135432,0,37.949951,6.586764677,10.63598822,0.619290332,38.24455194,-7.14371683,-3.004974956,0.588066078,0.503793561,1.141667267,32.93,36.119999,31.809999,35.48,6.020001,20.43449153,2.655,-0.0890004,0.0739998,-0.738484794,61.41947038,18.25902583,8.052775006,-0.269943577,0.224445853,-2.239868885,SELL,-0.609424851,
946,6/7/2010,1065.839966,1071.359985,1049.859985,1050.469971,1050.469971,5467560000,2.77788E+11,-5824070000,-2613709000,-443623000,-351201636.4,3.68242E+11,-4955239747,-2563912158,-581237368.4,-2848215.251,490278155.7,-143334995.1,-101197087.2,-46551138.28,-4164223.8,5.412770035,-8.049398051,-59.79273174,-14.62405853,-10.14858858,-4.132497583,-0.032730552,0,14.410034,6.116281486,10.90556292,0.560840512,35.93195509,-2.312596856,-4.728156843,-3.211135713,-0.747054772,0.827038143,35.66,36.799999,34.43,36.57,1.09,3.072153326,3.5550005,2.5220001,0.7369998,-0.197090976,64.43424879,3.014778409,10.63690212,7.56200111,2.177113353,-0.613675568,SELL,-0.744451236,
947,6/8/2010,1050.810059,1063.150024,1042.170044,1062,1062,6192750000,2.83981E+11,362595000,-2183373000,-1256698000,-571522000,3.73756E+11,178260081.4,-1834724824,-1280678072,-303182836.8,558250195.9,-3007690.522,-73008127.12,-68358477.87,-11973584.36,11.85340667,6.440636639,118.9896596,-0.804380706,-7.647183929,-6.989162162,-1.197091713,11.530029,0,6.502977737,10.12659414,0.6421683,39.10490172,3.172946627,0.430174886,-2.116269803,-1.975551397,0.524573434,36.529999,37.380001,33.360001,33.700001,-2.869999,-7.847960077,-0.8899995,1.3810006,1.4170003,0.111878764,55.65749371,-8.776755083,-2.880988337,4.050592589,4.196095092,0.307171439,BUY,0.172678362,1
948,6/9/2010,1062.75,1077.73999,1052.25,1055.689941,1055.689941,5983200000,2.77998E+11,104775000,-958128000,-2215199000,-665090242.4,3.69387E+11,572766052.1,-652151328.2,-1717337462,-435834487.9,522699965.2,16210904.74,-5672479.506,-51451174.24,-20882617.66,8.328628273,-3.524778402,-29.7364167,1.457929119,-0.89599828,-5.427327904,-2.049883261,0,6.310059,6.038479327,9.853984484,0.612795701,37.99586646,-1.109035254,1.031955686,0.242689018,-1.392445485,0.091961091,32.330002,34.119999,30.23,33.73,0.029999,0.089017802,-1.42,-0.8119999,0.6760003,0.231151533,55.74923377,0.091740058,-4.342507512,-2.578746493,1.941560176,0.65709869,HOLD,-0.121320975,
949,6/10/2010,1058.77002,1087.849976,1058.77002,1086.839966,1086.839966,5144780000,2.83143E+11,-419210000,1007979000,-1691000,-653600606.1,3.74175E+11,209549153.5,1343049711,269676904.4,-476161172.7,674505925.8,58127864.96,51713307.96,25290250.72,-22088728.32,25.72893076,17.40030249,208.9215885,6.937762045,5.742370378,2.744938359,-2.055809841,31.150025,0,7.832161161,9.15012845,0.855961881,46.11958305,8.12371659,3.507340668,2.945384863,1.781397359,-0.028296138,31,31.77,29.690001,30.57,-3.16,-9.368514675,-1.5650005,-1.7970001,-1.266,0.216060612,46.0856255,-9.663608267,-4.785934104,-5.495412982,-3.935270479,0.599568659,BUY,0.515153568,1
950,6/11/2010,1082.650024,1092.25,1077.119995,1091.599976,1091.599976,4059280000,2.87202E+11,4602030000,1480736000,1798880000,-32123090.91,3.77885E+11,4248943494,1717615340,1970593649,27357165.08,692284268.6,84792151.67,55390817.85,52026795.56,-10856998.58,28.38785684,2.65892608,10.33438235,10.02961429,6.7003653,5.982569771,-0.73711312,4.76001,0,7.612721792,8.496547846,0.895978217,47.25677801,1.13719496,4.630455775,3.257934548,2.966432718,0.474297617,31.790001,31.790001,28.6,28.790001,-1.779999,-5.822698724,-2.4699995,-1.789,-1.8689999,-0.19818177,40.64220365,-5.443421852,-7.55351506,-5.470947845,-5.71559585,-0.665691569,BUY,0.545883762,
951,6/14/2010,1095,1105.910034,1089.030029,1089.630005,1089.630005,4425830000,2.82776E+11,-183275000,1839397000,679412000,51742303.03,3.73774E+11,-200362235.3,1687051606,853463466,146157617.3,684297133.2,4895603.685,50256984.67,42167817.79,-3045700.075,27.28743746,-1.100419383,-3.876373582,0.779253348,5.953535364,5.092729014,0.090831487,0,1.969971,7.06895595,8.030363786,0.880278421,46.81638692,-0.44039109,0.348401935,2.759875634,2.468388196,0.718100552,27.940001,28.719999,26.98,28.58,-0.210001,-0.729423386,-0.995,-1.7229999,-1.5180001,-0.453757552,39.99999878,-0.642204873,-3.042813363,-5.269112683,-4.642201999,-1.444101221,HOLD,-0.014434609,
952,6/15/2010,1091.209961,1115.589966,1091.209961,1115.22998,1115.22998,4644490000,2.87421E+11,109330000,840799000,1847889000,60657090.91,3.78281E+11,198061097.5,820861360.1,1738729389,199461360.8,793415666.4,50565698.93,34874208.64,55122260.98,5085103.848,41.5875001,14.30006264,52.40529699,6.599821629,4.647528863,6.807625035,1.000903457,25.599975,0,8.392600168,7.456766372,1.12550129,52.95227507,6.135888152,2.847748531,2.005768498,3.06096211,0.986616757,27.68,27.84,25.68,25.870001,-2.709999,-9.482151854,-1.46,-1.4309998,-1.7709998,-0.58351503,31.71254031,-8.287458462,-4.464831668,-4.376146044,-5.415901363,-1.838642451,BUY,0.500823663,
953,6/16/2010,1114.02002,1118.73999,1107.130005,1114.609985,1114.609985,5002600000,2.82418E+11,-179055000,-970733000,-123066000,34745454.55,3.79725E+11,2975397754,1002608829,1149626427,564639434.4,790634547.7,53168707.24,40416937.06,33338864.16,19704432.17,41.24117291,-0.346327187,-0.832767506,6.976867727,5.286001085,4.422412756,2.62107204,0,0.619995,7.793128727,6.96842556,1.118348565,52.79341576,-0.158859316,2.988514418,2.274580139,1.904316248,1.555162966,26.719999,26.719999,25.34,25.92,0.049999,0.19327019,-1.33,-1.1320002,-1.222,-0.951333236,30.54862531,-1.163915003,-4.725686733,-3.856819348,-4.000366372,-3.020215831,HOLD,0.24156381,
954,6/17/2010,1115.97998,1117.719971,1105.869995,1116.040039,1116.040039,4557760000,2.86976E+11,-222420000,759635000,-81047000,615018727.3,3.8299E+11,2354472952,2909229804,1616093171,1249700781,796482192.2,1533262.871,33377405.81,31473326.17,35580857.45,42.03999642,0.798823506,1.936956322,0.226248159,4.391134969,4.125801461,4.340636945,1.430054,0,7.33862339,6.470680877,1.13413465,53.14260044,0.349184679,0.095162681,1.881978123,1.774867369,2.114838086,25.59,26.639999,25.049999,25.049999,-0.870001,-3.35648534,-0.410001,-1.0540004,-1.0140004,-1.362424291,27.83665212,-2.711973192,-1.937944097,-3.765395497,-3.506247653,-4.314306803,HOLD,0.319148669,
955,6/18/2010,1116.160034,1121.01001,1113.930054,1117.51001,1117.51001,4555360000,2.91531E+11,4556560000,1688932000,1706518000,1061554303,3.83042E+11,1658463905,1754665553,2324439254,1562048060,802482198.3,5923825.31,3304724.014,23943665.59,37368941.55,42.86111743,0.821121012,1.953190014,0.809972259,0.46196755,3.159985626,4.602298586,1.469971,0,6.919433933,6.008489386,1.151609579,53.52316658,0.380566141,0.36487541,0.206185919,1.360388468,2.125031672,24.870001,24.879999,23.299999,23.950001,-1.099998,-4.391209756,-0.9849995,-0.6630001,-1.008,-1.378727291,22.10086983,-5.735782287,-4.223877739,-3.154698464,-3.967414608,-4.5182473,HOLD,0.489992969,
956,6/21/2010,1122.790039,1131.22998,1108.23999,1113.199951,1113.199951,4514360000,2.87017E+11,20500000,1835164000,830544000,797042242.4,3.80475E+11,-1257509726,230283506.3,770478071.5,1273705166,785071027.3,-5705582.457,-1069055.518,-484162.7723,30387356.46,42.4501361,-0.410981332,-0.958867515,0.20506984,0.444801057,0.334521652,3.948565625,0,4.310059,6.425188652,5.88717293,1.09138779,52.18485998,-1.338306595,-0.478870227,-0.144510118,-0.080507936,1.722858264,22.9,25.639999,22.870001,24.879999,0.929998,3.883081257,-0.085,-0.4220001,-0.3950003,-1.131878897,22.93456048,0.833690643,-2.451045822,-2.857797679,-2.600371516,-3.999139437,HOLD,0.000605004,-1
957,6/22/2010,1113.900024,1118.5,1094.180054,1095.310059,1095.310059,4514380000,2.82502E+11,-4514370000,-1793450000,20976000,587281515.2,3.7638E+11,-3330665513,-2239612252,-920382588.7,981310459.9,712521823,-44980187.67,-26929227.86,-16763661.44,20406764.46,32.34668658,-10.10344952,-23.80074707,-5.257215427,-2.949091086,-1.737883299,2.724173423,0,17.889892,5.966246606,6.744510006,0.884607866,46.93856383,-5.246296153,-3.292301374,-1.995041641,-1.266744431,1.049048115,25.139999,27.049999,24.41,27.049999,2.17,8.721865302,1.549999,0.6929998,0.2089998,-0.816303152,29.00301682,6.068456342,3.451073492,0.433278474,-0.799330863,-3.231115344,SELL,-0.623402473,
958,6/23/2010,1095.569946,1099.640015,1085.310059,1092.040039,1092.040039,4526150000,2.77976E+11,-4520265000,-4517905000,-2702780000,-250316484.8,3.76106E+11,-2184828418,-2490323044,-2043068360,350891650.8,699009118.6,-43030954.32,-38296844.34,-28490652.25,5449141.37,30.40694233,-1.939744248,-5.996732443,-6.021596886,-4.746597483,-3.378053904,0.910588369,0,3.27002,5.540086134,6.496332149,0.852802167,46.02769698,-0.910866855,-3.078581504,-2.773270496,-2.081440967,0.156665155,26.93,28.549999,26.540001,26.91,-0.139999,-0.517556396,1.0150005,1.1049997,0.682,-0.425757697,28.53306383,-0.469952989,2.799251677,2.536503833,0.82949704,-2.159524479,HOLD,-0.371592716,
959,6/24/2010,1090.930054,1090.930054,1071.599976,1073.689941,1073.689941,4814830000,2.73161E+11,-4670490000,-4609223000,-4577997000,-1007293818,3.72332E+11,-2024231468,-2470477879,-2578924476,-247637448.9,618103108.6,-47209357.2,-51441646.04,-45482008.81,-5938220.089,19.68178917,-10.72515316,-35.27205413,-6.332448702,-7.024478503,-5.840185029,-0.5956008,0,18.350098,5.144365696,7.34302971,0.700578086,41.19646675,-4.831230229,-2.871048542,-3.387604656,-3.081056267,-0.555013869,27.610001,30.27,27.530001,29.74,2.83,10.5165366,1.3450005,1.4440004,1.3609999,-0.008848606,38.03289567,9.49983184,4.514939425,4.482505259,3.746255502,-0.88410855,SELL,-0.743080313,
960,6/25/2010,1075.099976,1083.560059,1067.890015,1076.76001,1076.76001,5128840000,2.7829E+11,157005000,-1745125000,-2679402000,-1092912606,3.73009E+11,-1548087388,-1388656779,-1898012616,-539509491.2,632768322.5,-33120398.05,-32016651.14,-39902412.39,-14656767.43,21.89229465,2.210505475,11.2312222,-4.257323841,-4.208832895,-5.378058031,-1.730656519,3.070069,0,4.996201646,6.818527587,0.732739082,42.28790645,1.091439707,-1.869895261,-1.878320236,-2.553600414,-1.071672684,29.639999,30.41,28.07,28.530001,-1.209999,-4.068591123,0.8100005,0.7270006,0.9990005,0.233454545,31.19972018,-6.833175487,1.333328176,1.608994193,2.556019826,-0.246697228,HOLD,-0.151346013,
961,6/28/2010,1077.5,1082.599976,1071.449951,1074.569946,1074.569946,3896410000,2.74394E+11,616215000,-561836000,-1590309000,-1578097576,3.71294E+11,-519164351.4,-1375850623,-1326975805,-1139952357,624843262.9,3370077.163,-20783235.32,-24159791.63,-23618661.03,21.56069631,-0.331598341,-1.514680605,0.939453567,-2.432823259,-3.008662822,-2.878426625,0,2.190064,4.6393301,6.487923045,0.71507169,41.69339943,-0.59450702,0.248466343,-1.191145292,-1.423011932,-1.589889814,29.200001,29.9,28.469999,29,0.469999,1.647385151,-0.37,0.5060001,0.5520003,0.490545455,25.40792732,-5.791792863,-6.312484175,-1.620858502,-0.452352264,0.146438807,HOLD,-0.246801774,
962,6/29/2010,1071.099976,1071.099976,1035.180054,1041.23999,1041.23999,6136700000,2.68257E+11,-5016555000,-1860922000,-1820577000,-1986775576,3.67228E+11,-2890960126,-1702909366,-1879451876,-1631627875,434501124.9,-99133598.82,-55873101.07,-52227583.32,-34967631.21,4.304852194,-17.25584411,-80.03379792,-8.793721227,-4.646240928,-5.032527314,-3.944672038,0,33.329956,4.307949378,8.405211114,0.512533156,33.88574683,-7.807652604,-4.201079812,-2.252666677,-2.378696761,-2.062822876,31.219999,35.389999,31.219999,34.130001,5.130001,17.68965862,2.8,1.3640002,1.3700002,0.841697091,44.45321753,19.04529021,6.626748673,1.346917272,1.921533905,1.202785216,SELL,-1.193618484,
963,6/30/2010,1040.560059,1048.079956,1028.329956,1030.709961,1030.709961,5067080000,2.6319E+11,-5601890000,-5143727000,-2997581000,-2773061939,3.63382E+11,-3955970333,-3294939545,-2368245899,-2102860230,383257895.8,-120792683.6,-93887341.82,-66795762.32,-44946615.24,1.638670589,-2.666181605,-61.9343356,-9.961012859,-7.801671629,-5.367367962,-4.727523134,0,10.530029,4.000238709,8.55698382,0.467482327,31.85607884,-2.029667992,-4.918660298,-3.910313545,-2.708293544,-2.425946289,33.950001,34.630001,31.74,34.540001,0.41,1.201289153,2.7700005,2.3160001,1.5200002,1.118424418,46.07185156,1.618634031,10.33196212,6.366168434,2.933140913,2.11539397,SELL,-0.957891578,
964,7/1/2010,1031.099976,1033.579956,1010.909973,1027.369995,1027.369995,6435770000,2.56754E+11,-5751425000,-5798573000,-5427570000,-3373473576,3.66292E+11,-467981192.3,-1885201513,-2134770594,-1999574140,362403093,-36049015.95,-83856373.89,-78231582.62,-50735392.2,10.11928239,8.480611799,517.5299938,2.907215097,-3.699042336,-4.346805024,-4.514510173,0,3.339966,3.714507372,8.18433969,0.453855474,31.21737218,-0.638706661,-1.334187326,-3.345774976,-3.197838915,-2.546843367,34.41,37.580002,32.720001,32.860001,-1.68,-4.863925742,-0.635,1.1990003,1.4200001,1.141030455,39.43939992,-6.632451638,-2.506908804,4.371305184,3.714328372,2.297274103,HOLD,-0.593792837,
965,7/2/2010,1027.650024,1032.949951,1015.929993,1022.580017,1022.580017,3968500000,2.52786E+11,-5202135000,-5284982000,-5471895000,-3520337212,3.65424E+11,1021261373,-250008817.6,-1267479823,-1737760138,343900481.7,-19678707.06,-29265673.24,-63398359.44,-51871837.24,7.174502605,-2.944779783,-29.10067799,2.767916008,1.708956303,-2.295795721,-4.020462417,0,4.789978,3.449185417,7.941885283,0.434303102,30.27972969,-0.937642486,-0.788174573,-1.145675808,-2.549571414,-2.427753162,31.709999,31.879999,29.35,30.120001,-2.74,-8.338405102,-2.21,-1.371,0.0970002,0.846182055,28.62218713,-10.81721279,-8.724832215,-5.412554283,0.141470201,1.366099594,HOLD,-0.542590422,
966,7/6/2010,1028.089966,1042.5,1018.349976,1028.060059,1028.060059,4691240000,2.57477E+11,361370000,-2110759000,-3196449000,-3242631879,3.64505E+11,-893077981.1,250382411.8,-340171394.8,-1483613860,369041000.5,3318953.787,-6115329.7,-17027766.28,-47239159.74,10.54351952,3.369016912,46.95819484,0.212118565,2.3769767,1.801316666,-2.937483829,5.480042,0,3.594246602,7.374607763,0.487381393,32.76774841,2.488018717,0.775188116,0.179736622,-0.381234599,-1.980434655,28.82,31.15,27.959999,29.65,-0.470001,-1.560428235,-1.6050005,-1.7410003,-1.3380002,0.512909224,26.76667588,-1.855511251,-6.336362021,-6.873273983,-5.282274773,0.310248486,HOLD,-0.202657773,1
967,7/7/2010,1028.540039,1060.890015,1028.540039,1060.27002,1060.27002,4931220000,2.62408E+11,4811230000,2165312000,-84088000,-2638852121,3.69248E+11,1911704954,794934999.5,994570934.6,-1050218831,523540149.2,89819833.77,50855168.76,28720241.44,-33973081.36,30.3455399,19.80202038,187.8122419,11.58551865,6.404778943,5.783797574,-1.061211473,32.209961,0,5.638226201,6.847850066,0.823357134,45.15610894,12.38836053,7.438189624,4.4304229,2.815043643,-0.971781541,29.559999,29.559999,26.84,26.84,-2.81,-9.477234401,-1.6400005,-1.8530004,-1.8610003,0.113212139,15.67311094,-11.09356494,-6.474538097,-7.315437821,-7.347020529,-0.992592291,BUY,0.889343236,1
968,7/8/2010,1062.920044,1071.25,1058.23999,1070.25,1070.25,4548460000,2.66957E+11,4739840000,4744398000,3002730000,-1845152545,3.73097E+11,4295719656,2776013969,1743397661,-338726684.6,566353337.3,98656168.39,82185771.57,58754015.63,-16981898.17,36.48102597,6.135486079,20.21874088,12.96875323,10.77215905,7.589452446,1.0446638,9.97998,0,5.948351473,6.358717918,0.935463964,48.33280194,3.176692996,7.782526763,6.654757726,4.910723876,0.171026793,26.5,27.42,25.709999,25.709999,-1.130001,-4.210137854,-1.9700005,-1.6040006,-1.7580005,-0.354909188,11.21199368,-4.461117252,-7.777341098,-6.332414528,-6.940388867,-2.408522319,BUY,0.573344794,
969,7/9/2010,1070.5,1078.160034,1068.099976,1077.959961,1077.959961,3506570000,2.70463E+11,4027515000,4350721000,4483466000,-1047604121,3.76464E+11,3608164499,3972483428,3067091712,341316927.2,591614274.4,34037062.62,71053300.98,69273992.23,-2398630.83,45.83675326,9.355727285,25.64546099,7.745606682,11.20151873,10.32620078,2.872216004,7.709961,0,6.074180725,5.904523781,1.028733383,50.70816065,2.375358715,2.776025856,5.699792972,5.642191544,1.093377467,25.35,25.67,24.370001,24.98,-0.729999,-2.839358337,-0.93,-1.5140001,-1.4220003,-0.659636509,8.330039479,-2.881954205,-3.671535728,-5.977102645,-5.61389775,-3.138375361,BUY,0.555296684,
970,7/12/2010,1077.22998,1080.780029,1070.449951,1078.75,1078.75,3426990000,2.7389E+11,3466780000,3795263000,4088151000,311498303,3.78544E+11,2723582343,3125629371,3529353700,1129900729,594125922.2,13886292.45,23701825.62,51824396.86,13620393.19,49.24863663,3.411883371,7.443553761,6.383805328,6.606501749,9.290144759,4.716208101,0.790039,0,5.69674203,5.482772083,1.039025869,50.95697338,0.248812727,1.312085721,1.977795203,4.193050165,1.986769132,24.66,25.139999,23.530001,24.43,-0.55,-2.201761409,-0.6399995,-0.7959999,-1.23,-1.017333461,6.158701145,-2.171338334,-2.526646269,-3.142518358,-4.855902092,-4.082175452,HOLD,0.464209778,
971,7/13/2010,1080.650024,1099.459961,1080.650024,1095.339966,1095.339966,4640460000,2.78531E+11,4033725000,3814905000,3917852000,1717289152,3.81152E+11,2343852109,2624446468,2925523112,1879244989,665490996.3,36938360.92,29992462.46,31167427.9,33472113.04,61.29216378,12.04352715,24.45453921,7.727705262,7.78452968,7.466085843,6.863421281,16.589966,0,6.474829457,5.091145505,1.271782441,55.98170044,5.024727067,2.636769897,2.319550825,2.427535445,3.009523418,23.290001,24.57,23.120001,24.559999,0.129999,0.53212853,-0.2100005,-0.4,-0.5840001,-1.286909309,6.671922621,0.513221477,-0.829058429,-1.579155152,-2.305566917,-5.080573664,HOLD,0.91912658,
972,7/14/2010,1095.609985,1099.079956,1087.680054,1095.170044,1095.170044,4521050000,2.7401E+11,59705000,1527966000,2217339000,2417219818,3.82571E+11,2013722337,2093018027,2363692294,2315469386,664789637.9,35331857.83,29089116.44,27074932.3,40103401.3,70.02997515,8.737811364,14.25600081,10.39066926,8.462319282,8.255330887,7.855259201,0,0.169922,6.012341638,4.739629541,1.268525649,55.9185059,-0.063194542,2.480766262,2.065576282,2.044494773,3.335129028,24.610001,25.799999,24.18,24.889999,0.33,1.343648263,0.2299995,-0.0140004,-0.2060001,-1.142666897,7.974725622,1.302803,0.908012238,-0.055272009,-0.813265298,-4.511120793,HOLD,0.552239454,
973,7/15/2010,1094.459961,1098.660034,1080.530029,1096.47998,1096.47998,4552470000,2.78562E+11,15710000,949459000,1631715000,2957933939,3.86029E+11,2438726081,2387506757,2315775744,2497915530,670234860.2,2371931.961,22762545.55,22790488.72,40824110.51,71.11868519,1.088710043,1.554634342,4.913260704,7.434795705,7.134520238,7.932067708,1.309936,0,5.676455521,4.401084573,1.289785603,56.327789,0.409283101,0.17304428,1.604925234,1.620078923,3.280684225,25.08,27.24,24.74,25.139999,0.25,1.004419486,0.29,0.2459997,0.0779997,-0.845454764,8.961697592,0.98697197,1.144887485,0.971179234,0.30793407,-3.337760614,HOLD,0.580294286,
974,7/16/2010,1093.849976,1093.849976,1063.319946,1064.880005,1064.880005,5297350000,2.73265E+11,-372440000,-1124532000,-121952000,2594322000,3.81273E+11,-649164500.4,382208810.4,1033568351,2340423297,517568025.8,-73610806.07,-43832368.92,-14837192.9,28348708.99,44.85540962,-26.26327557,-36.92879796,-12.58728276,-4.822155243,0.10400674,6.299526036,0,31.599975,5.270994413,6.343862461,0.830880941,45.38148399,-10.94630501,-5.268510956,-3.139136626,-1.080489022,2.289961006,25.77,28.16,25.709999,26.25,1.110001,4.415278616,0.6800005,0.5320003,0.422,-0.485757703,13.34385709,4.382159495,2.684565732,2.100277537,1.666008685,-1.917716948,SELL,-0.491549854,
975,7/19/2010,1066.849976,1074.699951,1061.109985,1071.25,1071.25,4089500000,2.77354E+11,-603925000,473651000,-309774000,1989079636,3.83286E+11,-1371395987,-261142354.1,297099137.7,2053321920,542030964.7,-64101947.74,-52094285.4,-39414167.53,14093355.1,50.14962059,5.294210962,11.80283717,-10.4845323,-8.590433925,-4.745965192,4.338396889,6.369995,0,5.349494454,5.890729428,0.908120891,47.59241907,2.210935079,-4.367684967,-3.592456551,-2.731558466,1.185638542,27.02,27.299999,25.120001,25.969999,-0.280001,-1.066670476,0.415,0.4350001,0.4180001,-0.243878867,14.85384692,1.50998983,2.946074662,2.501952338,2.173298005,-0.82014811,HOLD,0.297274037,
976,7/20/2010,1064.530029,1083.939941,1056.880005,1083.47998,1083.47998,4713280000,2.82068E+11,4401390000,1460579000,1490795000,1655874485,3.87839E+11,3283113186,744394775.9,779300276.8,1736805370,595840365.1,39136169.65,-19872054.64,-26610244.11,2047512.404,60.31416454,10.16454396,20.26843641,7.729377459,-2.711935098,-4.040068581,2.635388018,12.22998,0,5.840957708,5.46996304,1.067823981,51.63998438,4.047565313,3.129250196,-1.185247879,-1.729241298,0.258109503,27.35,27.4,23.790001,23.93,-2.039999,-7.855214011,-1.16,-0.3909998,-0.1089998,-0.094303048,5.079055818,-9.774791098,-4.132400634,-1.013793549,0.010080972,-0.212561473,BUY,0.902639613,
977,7/21/2010,1086.670044,1088.959961,1065.25,1069.589966,1069.589966,4747180000,2.7732E+11,-16950000,1688008000,631928000,1094412970,3.8483E+11,771877122.7,1522384454,416815091.5,1289456711,534982390.9,-3524286.917,10605249.57,-19223259.93,-5766996.124,48.76993815,-11.54422639,-19.140158,-0.689841217,2.190812954,-2.923873916,1.019548218,0,13.890014,5.423746443,6.071395252,0.893327846,47.18294552,-4.457038865,-0.204736776,0.945194989,-1.203118658,-0.315394421,23.610001,26.629999,23.59,25.639999,1.709999,7.14583786,-0.165,-0.3870002,-0.132,0.030545442,18.83071252,13.7516567,1.988432802,0.66857752,1.147322859,0.668424777,HOLD,-0.093207416,
