OBV3DaySlope,OBV4DaySlope,OBV5DaySlope,AD3DaySlope,AD4DaySlope,AD5DaySlope,SlowSto1DaySlope,VIXClose,VIX1DaySlope,VIX1DayPercentSlope,BuySell
-171805000,563767000,-57742000,-683550517.5,116712257.7,-402447638.8,14.72745353,14.85,-0.79,-5.051150895,-1
-82500000,-738471000,-59201000,1875565970,334019478.4,528337996.6,-4.411187839,15.98,1.13,7.609427609,-1
-3522770000,-1544274000,-1494330000,-241274131.6,611538508,5183334.335,-4.813077319,16.309999,0.329999,2.065075094,-1
-4069845000,-3765349000,-2365492000,-2632399440,-1258657895,-350988214.2,-22.82495574,16.709999,0.4,2.45248329,-1
-88040000,-1657013000,-2258293000,-400910284.2,-1232572306,-783353654.2,-2.44081582,16.16,-0.549999,-3.291436463,-1
3786740000,1416718000,-130850000,2340292188,736579727.6,-197024957.6,11.20519409,14.55,-1.61,-9.962871287,-1
101375000,1620675000,762682000,699110449.5,1314574122,587338503.7,-3.303741958,15.46,0.91,6.254295533,-1
-3523045000,-1381358000,125753000,-2386640516,-783094759.1,121282758.6,-31.87812513,17.200001,1.740001,11.2548577,-1
377010000,-1150047000,-513255000,263117680.2,-548880775.8,-92436851.31,36.69203131,15.11,-2.090001,-12.1511679,-1
48935000,-632811000,-1314242000,-25441420.67,-687874242,-912209238.6,-43.27204518,18.76,3.65,24.15618795,-1
-4447280000,-1770203000,-1618321000,-4365147956,-1793697060,-1645900394,-3.077933099,21.24,2.48,13.2196162,-1
-4451560000,-4429196000,-2650506000,-4370983825,-4336276452,-2631599690,0.34280743,24.639999,3.399999,16.00752825,-1
5640000,746354000,1482556000,563447944.7,1077482932,1483876514,0.527525155,11.89,-0.49,-3.957996769,-1
-190685000,-794951000,-34278000,-742309459.6,-143661915.8,434731362.4,-5.818964362,14.21,2.32,19.51219512,-1
-3885570000,-1685555000,-1590109000,1034732014,508722323.3,490810091.6,-0.189324647,15.35,1.14,8.022519353,-1
-4042295000,-3962689000,-2470306000,34243126.11,-105776512.2,-76280130.61,-14.22390203,18.530001,3.180001,20.71661889,-1
-98245000,-1661436000,-2401985000,-2741144358,-890676393.4,-675716312.4,1.243961619,20.08,1.549999,8.364807967,-1
-119850000,-914447000,-1684507000,-2986308494,-3073478314,-1729055019,-18.5512749,21.08,1,4.980079681,-1
2093795000,1004706000,1194737000,345044609.7,-203961498,-461919978.7,0.808131155,15.06,0.56,3.862068966,-1
6040000,769429000,484825000,-707526461.7,-333194942.2,-473119163.3,-8.446954992,15.92,0.86,5.710491368,-1
-2523175000,-1022225000,-170544000,-2209315433,-1351388721,-887213621.5,-17.72890137,19.200001,3.280001,20.60302136,-1
-2657385000,-2587122000,-1565173000,-1315450817,-1629849992,-1251053998,-0.57851976,17.790001,-1.41,-7.343749618,-1
-3253910000,-3005037000,-2842311000,-1670704237,-1750522463,-1815098031,-31.09347724,19.92,2.129999,11.97301226,-1
284935000,1706006000,756997000,892138210.2,1672643497,1082061024,-14.32336179,17.549999,0.539999,3.174597296,-1
301245000,1717373000,2445992000,508396254.6,1283502296,1558356368,-9.364273854,16.66,0.26,1.585365854,-1
-53900000,863119000,1619913000,203481008,994755331,1349372999,4.355748769,15.52,-1.14,-6.842737095,-1
67975000,-684707000,136908000,1106109072,136732671.4,686498332.2,-22.76224587,17.219999,1.699999,10.9536018,-1
-3478035000,-3421392000,-2085817000,-837970869,-555100602,-8403262.893,-4.499233629,13.34,-0.57,-4.097771387,-1
-68945000,-1418712000,-2067391000,192923424.2,204069870.9,45303135.57,9.294027725,13.04,-0.3,-2.248875562,-1
73595000,-679108000,-1375565000,1814214010,536014753.4,429081941.4,-6.929021246,13.86,0.82,6.288343558,-1
-3341705000,-1308406000,-1349541000,-522305974.4,717726924.8,231089782,-6.669547719,14.23,0.37,2.66955267,-1
-159040000,-1416225000,-702519000,-217389237.2,-177476840.4,534268714.4,1.809797997,14.04,-0.19,-1.335207309,-1
-375270000,-941192000,-1518598000,-1021255889,-922571667.5,-660902592.9,-21.4723594,15.2,1.16,8.262108262,-1
1143080000,249694000,846720000,-226589527.4,-285690631.9,319222192.7,-2.653525346,13.41,0.39,2.995391705,-1
-3228890000,-597894000,-613160000,-3228890000,-1419695716,-1061394390,-9.315679601,13.62,0.21,1.565995526,-1
-50035000,-634828000,-22479000,-1602015209,-924097585.9,-539506369.7,-27.29445928,14.71,1.05,7.686676428,-1
-5645000,1214738000,325905000,-1460104583,-683567307.1,-1202654170,-23.38653074,13.26,1.15,9.496284063,-1
-3158545000,-1278018000,-40305000,-3039061231,-2079003489,-1355012336,-9.387655845,14.01,0.75,5.656108597,-1
-4120040000,-3724229000,-2281983000,-1732751875,-2267959371,-1884954830,-1.227831294,14.02,0.01,0.071377587,-1
-48910000,1304066000,1959264000,-684428093.7,93797582.2,864011337.4,-10.21403502,12.22,-0.03,-0.244897959,-1
-3518880000,-1471936000,-95610000,-744239440.9,-577754210.1,-94495054.05,-5.698261559,12.12,-0.1,-0.818330606,-1
-3733440000,-3612578000,-2216716000,-1203947934,-1150662960,-904198299.4,-13.51350621,12.64,0.52,4.290429043,-1
-3821425000,-3778357000,-3682810000,-2750792082,-1909514302,-1638802196,-25.33782414,13.74,1.1,8.702531646,-1
-50965000,1539032000,2372773000,57490525.95,1220924652,1886960380,-5.393910373,12.12,-0.01,-0.082440231,-1
-3579055000,-1441744000,81847000,-1015036271,-52428294.76,759834062.6,-6.531583181,12.56,0.44,3.630363036,-1
-41150000,1100756000,464726000,785503287.8,1457372876,1106591086,-6.216234252,13.79,0.77,5.913978495,-1
-3231455000,-1373565000,-168156000,-1108402791,44661762.77,739521996.5,-19.49302437,15.25,1.46,10.58738216,-1
-3717695000,-3466906000,-2149829000,-2473634129,-1944262500,-896932894.8,-40.07890514,19.139999,3.889999,25.50819016,-1
-4470355000,-4128336000,-3824263000,-4470355000,-3381899478,-2726229942,0,28.030001,8.890002,46.44724381,-1
-5815465000,-5167844000,-4707335000,-4050108068,-4108629841,-3503567879,9.85664395,40.740002,12.710001,45.34427594,-1
4477735000,4788755000,2856496000,3274982670,3908146407,2230012153,0.455197598,26.049999,-0.050001,-0.191574713,-1
16990000,1907019000,2971271000,191455533.9,1688191499,2639231047,-6.278897467,28.43,2.380001,9.136280581,-1
-276555000,1169093000,624364000,-217445007.7,788146118.2,617827475.3,-1.520677462,21.139999,-0.210001,-0.983611241,-1
-5102515000,-2390684000,-722209000,-3915548200,-1813182991,-610876246.3,-13.0121444,22.280001,1.140002,5.39263034,-1
-1375945000,-2682828000,-1681503000,-2351877253,-2860848925,-1810838544,3.616042844,20.139999,-2.140002,-9.605035476,-1
-269455000,-1641110000,-2423977000,-406504063.8,-1613884236,-2199196356,-9.800583651,22.440001,2.300002,11.42007008,-1
85545000,-819129000,-1626366000,1633011938,507255141.6,-469840736.9,-11.62614155,15.84,1.03,6.954760297,-1
-4108695000,-1605126000,-1644685000,-163810074.4,986202988.5,451301440.9,-10.719666,17.6,1.76,11.11111111,-1
154030000,1862025000,2753707000,-310706397.6,519707348.1,1443370193,-25.30438289,18.940001,1.08,6.047032136,-1
87285000,-441182000,-741011000,-85572637.76,733249784.3,615884351.9,-11.28720392,17.290001,1.210001,7.524881841,-1
-2511380000,-980971000,-977197000,-2252357225,-1014919923,-159255880,-13.90523115,18.209999,0.919998,5.32098292,-1
-3480105000,-3063825000,-1859404000,-1396326182,-1676105148,-1043230973,-23.81702975,20.700001,2.490002,13.67381734,-1
-315020000,-1109814000,-1577876000,82544311.3,133866081.3,-395747676.6,-14.63615662,20.59,1.25,6.463288521,-1
-4706625000,-2145655000,-2065306000,-2752957610,-1330309983,-825144038.5,-6.377258286,24.99,4.4,21.36959689,-1
-4870765000,-4731116000,-3015639000,-4008488486,-3227622609,-2120969192,-0.653603231,27.01,2.02,8.083233293,-1
587520000,2310172000,1241860000,3653467311,3227470577,1986058228,-0.305446582,19.98,-0.220001,-1.089113807,-1
-4392860000,-1418698000,398476000,-652204089,1438885009,1893081287,-12.51434533,21.98,2,10.01001001,-1
354880000,-1530150000,-501612000,410373896.1,477656444.3,1495095665,4.601527488,21.65,-0.33,-1.501364877,-1
5183135000,2288219000,387086000,2260501020,815620831.1,725393551.6,1.084384366,21.84,0.19,0.877598152,-1
131690000,2150231000,1231255000,-1269162486,477506830.7,108584767.9,-13.1466184,23.379999,1.539999,7.051277473,-1
-5283200000,-2104918000,-13688000,-1237107078,-878800454.4,155525079.7,-9.882313672,26,2.620001,11.20616387,-1
4040855000,3809260000,2260799000,559480095.4,1485377641,1580243716,-3.134171784,13.28,0.04,0.302114804,-1
4795000,1590414000,2252831000,-1642891574,-503998477.7,467759410.1,-6.258725969,13.95,0.67,5.045180723,-1
-104865000,1414249000,771274000,-557978489.4,-75529131.95,522954474.7,-13.63881264,15.22,1.45,10.53013798,-1
-166140000,-1126989000,-1955729000,980036315.8,1176303711,379282551.5,-12.73611337,15.6,0.92,6.267029973,-1
-110890000,1430072000,2211520000,-188627601.4,106537559.4,855319030.3,-26.01960677,14.69,1.06,7.776962583,-1
135870000,1498147000,2159377000,2059374711,858945148.1,701424126.9,-3.846297996,14.64,0.56,3.977272727,-1
-3402665000,-1302013000,85466000,265718996.1,1023848625,568737611.8,-20.50920216,17.030001,2.390001,16.32514344,-1
-3453520000,-3410709000,-2007593000,-2254778162,-928515498.9,-25017581.23,-17.97337944,20.969999,3.939998,23.13562988,-1
-2149755000,-1910507000,-833980000,-1633580544,-1465838170,-1071068517,-80.20923708,25.76,8.51,49.33333333,-1
-6514335000,-3678964000,-3009729000,-4788186886,-2540040241,-2126058759,-5.27617418,23.85,-1.91,-7.414596273,-1
64115000,1310570000,619323000,2711358904,2089460101,2003181785,-1.148727152,11.94,-0.08,-0.665557404,-1
-3523630000,-1411825000,-88875000,1057187070,1855282542,1726042128,-10.5123621,12.51,0.57,4.773869347,-1
-351670000,465474000,1317118000,-701047819.8,207555479.2,379737047,13.5945931,13.38,-0.1,-0.741839763,-1
-45765000,-1373495000,-691808000,1524682514,1328958538,1154099356,13.90313835,13.02,-0.32,-2.3988006,-1
-197010000,-817129000,-1445161000,-1185942087,121425385.7,458695111.2,-11.16903581,13.46,0.44,3.379416283,-1
-3763270000,-1625900000,-1563016000,-1184934728,-866330383.7,-101289303,-5.099073897,14.24,0.78,5.794947994,-1
-3990015000,-3896931000,-2427464000,-1747195030,-1841499669,-1410241793,-8.735311342,15.36,1.12,7.865168539,-1
-4112170000,-4020345000,-3948179000,-2635868699,-1848738411,-1877760377,-9.063723537,16.190001,0.830001,5.403652344,-1
-3970955000,-4045973000,-4006822000,-2329371078,-2705896213,-2157800183,-0.355447001,17.059999,0.869998,5.373674776,-1
-4227280000,-4134461000,-4129971000,-2041476033,-1964007488,-2336812108,0.300634701,18.559999,1.5,8.792497585,-1
261930000,-671366000,-7230000,-325585939.7,105710939.6,622073463.6,-9.568623263,11.81,-0.73,-5.821371611,-1
-133030000,841604000,26182000,3659745.716,387643970.2,437431919.8,0.817961674,10.96,-0.85,-7.197290432,-1
161280000,-694102000,142678000,2029308525,637517377.8,682220983.4,-5.322741815,11.24,0.28,2.554744526,-1
270590000,-398751000,173911000,684288567,1007830142,1295915080,-2.695282077,11.21,-0.42,-3.611349957,-1
-4271850000,-1727624000,-1507780000,-2585934014,-985635202.7,-213299562.8,-2.174134391,11.28,0.07,0.624442462,-1
-4116485000,-3997393000,-2392728000,-2548142985,-2201424659,-1262728570,-4.694891865,11.34,0.06,0.531914894,-1
-3660260000,-4055061000,-3996141000,-2257464890,-2743129071,-2446988159,-22.09652231,12.47,1.13,9.964726631,-1
26405000,-628486000,-1379251000,1057914621,1273115842,1670501442,-3.991547783,10.65,0.23,2.207293666,-1
-3791895000,-1575136000,-1477883000,-2046885704,-559581131.3,123051600.3,-52.25081723,15.59,4.94,46.38497653,-1
-75905000,1866343000,1210914000,-69158085.58,1850846037,2405688789,-16.25115355,10.86,0.49,4.725168756,-1
-206430000,1139862000,452144000,519070336.8,793619363.5,632915734.4,-14.73188156,10.96,1.03,10.37260826,-1
-3326350000,-1450740000,-138442000,625756058.8,1056362640,1060297890,-1.056592986,11.11,0.15,1.368613139,-1
-3464565000,-3412937000,-2133668000,-200831151,-364814281.8,252446886.1,-42.04530845,16.040001,4.930001,44.37444644,-1
-94485000,-635256000,-51849000,-1914150271,-1371684039,-626978485.4,-44.73408799,15.55,3.81,32.45315162,-1
-65300000,1455688000,665934000,317483394.8,469515801.1,329045896.3,-7.233993261,13.84,2.76,24.90974729,-1
-3782240000,-1593758000,-70280000,-2547261027,-776213937.1,-310293222.3,-13.09494484,14.79,0.95,6.86416185,-1
135315000,-1390025000,-728442000,-1523421535,-1985157768,-991827461.5,0.556233415,13.54,-1.25,-8.451656525,-1
161415000,-674218000,-1421267000,-778196627.5,-1228854052,-1634867369,-0.73757784,13.47,-0.07,-0.516986706,-1
-160215000,1203093000,1975390000,-287783471.9,1074165720,665110095.5,-10.38275346,18.59,2.79,17.65822785,-1
-3987870000,-1739835000,-304423000,-3957289597,-1800030266,-387981873.6,-8.951124477,19.85,1.26,6.777837547,-1
-4367315000,-4166979000,-2608586000,-3202470028,-3459953512,-2187559319,-10.62970701,22.469999,2.619999,13.19898741,-1
89540000,1353830000,657268000,765371113.2,1599076209,1945937428,-1.043578742,15.78,1.14,7.786885246,-1
-3243335000,-1255273000,35858000,-2061016751,-410715828.1,537116549.9,-5.206053218,16.35,0.57,3.6121673,-1
-3346505000,-3293574000,-1951453000,-2311568534,-2165816025,-1030682318,-4.653439594,17.23,0.88,5.382262997,-1
-3445845000,-3397138000,-3344973000,-1965992462,-2099644330,-2073117392,-0.631989208,16.59,-0.64,-3.714451538,-1
936005000,-805838000,-1653369000,-2562400988,-2397531353,-2342786301,1.375721553,15.8,-0.79,-4.761904762,-1
1035105000,108198000,-777095000,-2121099580,-2104644663,-2147317014,-11.49099529,19.02,3.22,20.37974684,-1
-20550000,1269159000,573203000,-402353071.2,-1371087437,-1610121540,1.181732295,18.200001,-0.819999,-4.311246057,-1
-77240000,-710880000,379036000,-1503623417,-1125628818,-1530359813,-1.472751604,17.860001,-0.34,-1.868131765,-1
-3577655000,-1509835000,-1454730000,-3183445800,-2228749238,-1735044232,-20.05995523,23.34,5.479999,30.68308339,-1
17020000,1318861000,1919397000,-347160866.8,34750858.52,218296242.3,-6.251519222,15.96,0.36,2.307692308,-1
-189110000,1196334000,1858798000,-879339160.1,-985775339,-213719803.5,-6.328976203,12.94,0.6,4.862236629,-1
-126170000,566678000,1238378000,-1753816242,-912122351.8,-972152073.8,3.484943911,12.12,-0.82,-6.336939722,-1
-950950000,-1351650000,-481258000,1818743057,72711696.74,24998310.58,-1.437683566,11.98,-0.14,-1.155115512,-1
-4357970000,-2099594000,-1983846000,3318611827,2321160100,989666845.6,-3.002243527,12.31,0.33,2.754590985,-1
-3474310000,-4041938000,-2641698000,2834182322,3125484589,2524892517,-5.669250839,13.35,1.04,8.448415922,-1
-166935000,-1452453000,-2504824000,791197824.5,1607747060,2210760325,2.402836428,12.79,-0.56,-4.194756554,-1
13770000,-757419000,-1417603000,-1565537499,-213601906.4,665697493.9,-8.920533921,14.64,1.85,14.46442533,-1
1075245000,1313421000,366078000,-2619708679,-2135934606,-1044511842,2.600902615,13.77,-0.87,-5.942622951,-1
95285000,1235810000,1822831000,-536569972.1,149277739,859894582.4,-0.437470983,10.85,-0.08,-0.731930467,-1
-3009625000,-1154164000,22669000,-1079867044,-961589063.9,-362684225.9,-2.403099856,11.27,0.42,3.870967742,-1
-5160000,1081047000,1652895000,575996267,374111865,702599685.7,-9.199698442,13.53,1.28,10.44897959,-1
39040000,580764000,1109594000,52046777.79,553024081.8,426091875.5,0.264815207,12.86,-0.67,-4.95195861,-1
-98400000,-611668000,-33616000,1323665576,628410446.1,770274092.7,-3.293796513,13.16,0.3,2.33281493,-1
98415000,728118000,21975000,-1546875767,-1344217053,-1038533339,1.502730221,11.61,-0.44,-3.651452282,-1
50925000,-630138000,32515000,-1015486200,-1140578908,-1140905385,-17.26623065,14.22,2.61,22.48062016,-1
-3412920000,-1317825000,-1315617000,-344730903.5,-806774054,-959739908,-11.58795553,14.82,0.6,4.219409283,-1
-3329650000,-3379746000,-1994074000,732992168.9,361492912.5,-181943793.2,-0.823679123,15.69,0.87,5.870445344,-1
-3425410000,-3386972000,-3401262000,333460670.2,218138682.6,142090340.5,-2.954664286,15.95,0.26,1.657106437,-1
-4010875000,-3757671000,-3621292000,-2930107908,-1269639590,-812154161.7,-55.71661394,22.959999,7.009999,43.94983699,-1
53315000,-615219000,167326000,2383397395,859951309.2,880627721.4,-0.308142926,17.4,-0.220001,-1.248586762,-1
-3469075000,-1385114000,-1351327000,88769337.88,1111321696,519716205.1,-17.54772101,20.059999,2.659999,15.28735057,-1
-3591465000,-3513036000,-2109075000,-1910171601,-756370749.6,207044184.8,-0.434027962,19.889999,-0.17,-0.847457669,-1
-3436815000,-3503670000,-3480649000,-1981472092,-1907388184,-1139115422,-5.164996121,19.639999,-0.25,-1.256913085,-1
-3824790000,-1483498000,-16368000,607778860.2,1538967738,2022110989,-7.653341352,17.360001,0.640002,3.827763387,-1
-3845010000,-3798062000,-2246110000,-1300882941,-514924232.9,480102716.6,-16.24034728,20.450001,3.09,17.79953815,-1
101140000,1711944000,811242000,-404753820.9,966561668.2,623646488.4,-13.5406847,20.1,1.960001,10.80485727,-1
-156890000,1722046000,1041270000,-1543114282,513289744.4,796721605.4,-28.45413034,20.74,4.299999,26.15571009,-1
-4820655000,-2086559000,-190712000,453067361.5,187528081.5,981583311.1,7.61891519,21.190001,0.450001,2.169725169,-1
-4679080000,-4671547000,-2898519000,939416306.4,-187292977.4,-150865717.8,-29.46105992,23.23,2.039999,9.62717746,-1
-32830000,-1983808000,-2877210000,-174240805.5,1106121956,299413883.7,9.472645921,22.639999,-0.590001,-2.539823504,-1
122580000,-776356000,-1829166000,630096910.5,-303806670.4,592957125.6,-0.402183114,21.76,-0.879999,-3.88692155,-1
25010000,869728000,21388000,-2700060048,-916696313.2,-1023700959,6.114433009,21.459999,-0.300001,-1.378681066,-1
14085000,-767721000,59668000,-2267452331,-2225764977,-1194954178,-0.004495505,20.65,-0.809999,-3.774459635,-1
-3981370000,-1594827000,-1579727000,-1800157349,-2288327326,-2253577425,-21.81360168,21.629999,0.979999,4.745757869,-1
-4325685000,-4177229000,-2520914000,-2720631813,-2144649040,-2355265127,-1.798491115,24.52,2.890001,13.36107783,-1
-72735000,-1715782000,-2486779000,-1813529508,-2200068525,-1989601106,0.681129051,25.58,1.06,4.323001631,-1
-328530000,-1134935000,-1876233000,-2118234660,-2154074966,-2298252491,-0.573753172,25.58,0,0,-1
-5356860000,-2385646000,-2237544000,-2257381434,-1983059328,-2052011309,1.49834627,28.379999,2.799999,10.94604769,-1
-6597395000,-6055397000,-3841742000,-3815537738,-3383109258,-2824985246,-5.031834459,30.110001,1.730002,6.095849404,-1
2595105000,2622637000,1624480000,1528999222,1869306398,1325505638,2.229758257,10.22,-0.01,-0.097751711,0
45735000,1086320000,1607603000,1273198238,1424911033,1686478547,-2.351888889,10.02,-0.2,-1.956947162,0
-30795000,488854000,1034871000,1625724913,1486482037,1516529301,2.997090962,10.24,0.22,2.195608782,0
445695000,939061000,1388008000,1394460802,1284155467,1344610951,4.820439075,16.120001,-1.339998,-7.674673979,0
6359485000,2674111000,2646590000,4399914962,2403486896,2637756008,11.08839747,58.490002,-1.439998,-2.402799933,0
430245000,2763118000,1504991000,-584244979.5,1627097199,1220417743,-0.211282358,58.91,0.419998,0.718068021,0
124510000,1471475000,2679647000,-1620282593,-426713761.4,995003951.8,3.966380501,55.73,-3.18,-5.398064845,0
6178890000,6159504000,6071522000,2361232452,3420109850,3820399422,0.236721363,29.629999,-0.410002,-1.364853483,0
331785000,2708937000,3852664000,44460715.51,1263581258,2335383255,-9.655603358,31.02,1.390001,4.691194893,0
14560000,1272561000,2543737000,2267269220,1549088317,1860292812,7.449813802,30.18,-0.84,-2.707930368,0
37490000,-1039348000,150622000,1824810560,1386289823,1201162354,-3.64372484,29.620001,-0.559999,-1.855530152,0
-4880670000,-1850326000,-1938946000,-226575752.7,1297974704,1181239499,-0.760861857,29.77,0.149999,0.506411192,0
-21740000,-2044760000,-969834000,989971078.3,209633676.1,1080597505,2.634933842,28.27,-1.5,-5.038629493,0
-469735000,-1182875000,-2144510000,438062625.5,709235310.2,282588964.8,-2.626917663,28.459999,0.189999,0.672087018,0
5658570000,5497207000,5572529000,4443969721,2985010300,2143516614,-0.336993303,24.889999,-0.67,-2.621283358,0
-764210000,1793876000,2974532000,3370946083,3868009164,3087356402,-2.126308603,24.9,0.010001,0.040180797,0
-6997750000,-3208752000,-688514000,-59501769.4,1459428473,2427976397,-4.681179924,25.67,0.77,3.092369478,0
36855000,-2825861000,-1690492000,-790083227.3,41487824.52,1020444788,2.816374964,24.76,-0.91,-3.544994157,0
710505000,-917002000,-2507527000,1502833087,192444384.2,419315881.6,-2.273341511,24.99,0.23,0.928917609,0
-5589620000,-1846253000,-2079005000,-1129772092,-142091105.9,-467375510.1,-8.575464488,25.99,1,4.00160064,0
-137495000,-2281637000,-888720000,-1268849734,-621336555.2,-132361076.9,7.707844054,25.450001,-0.539999,-2.077718353,0
-208450000,1931433000,2824523000,787682850.2,2073191588,2484603211,-5.233708561,25.139999,0.129999,0.519788085,0
-266855000,975307000,2007310000,-3680923457,-1059394569,413303729.3,0.367403199,24.92,-0.219999,-0.8750955,0
5424400000,1940779000,2033009000,-1476877875,-2298861211,-1011862701,0.071243249,24.950001,0.030001,0.120389246,0
62710000,2572665000,3556045000,2170765011,2834652545,3342365509,-8.527871088,23.65,-0.040001,-0.168851829,0
-530070000,1053206000,2396344000,-912704750.1,1245236152,1996337461,2.431026719,23.92,0.27,1.141649049,0
496345000,-1141829000,117608000,1389578132,160805933.4,1241596307,-3.43009342,24.059999,0.139999,0.5852801,0
5388100000,2477358000,2141824000,4959009797,4089592509,3220042655,1.136386532,21.719999,-1.140002,-4.986885171,0
237520000,2301416000,1389816000,2528443821,3418516171,3352402521,-8.490293076,21.43,-0.289999,-1.335170411,0
-234635000,1611381000,2416830000,3302451306,3100427271,2673699332,-0.554616379,21.629999,-0.780001,-3.480593485,0
-4235685000,-1823524000,-63217000,898643488,1927751352,2251301980,-15.89506751,22.629999,1,4.62320872,0
-3964630000,-4084583000,-2526843000,-275417091.4,607383967.7,1390542384,-3.75509032,22.190001,-0.439998,-1.944312945,0
38345000,-1605525000,-2471862000,880641578.4,239853399,656630608.3,15.85235359,21.16,-1.030001,-4.641734807,0
63550000,-704447000,-1552763000,1710999676,1326009414,750361349.5,-0.629364676,20.469999,-0.690001,-3.260874291,0
-332235000,578953000,-104846000,2396996477,2009373160,1653255157,5.312550429,20.48,0.010001,0.048856866,0
336720000,-604579000,93661000,919712246,1486651175,1531684064,-22.02907189,24.74,4.26,20.80078125,0
766305000,1134397000,240972000,1038360623,1310332882,1558085289,3.872467423,24.51,-0.23,-0.929668553,0
4072415000,2124128000,1916915000,2416390355,1522017177,1542113165,15.69207691,21.92,-2.59,-10.56711546,0
4095325000,4050782000,2759135000,581583911.2,1383061827,1131255885,-1.62614319,21.120001,-0.799999,-3.649630474,0
-434345000,1408320000,2274293000,-2556584565,-1001911224,60239098.22,-12.39473999,22.459999,1.339998,6.3446872,0
485555000,992732000,1745483000,-2570617428,-2236776538,-1306930320,5.097854689,21.25,-1.209999,-5.387351086,0
838890000,-361561000,258929000,-1519361295,-2265284921,-2144501830,-3.041760446,22.1,0.85,4,0
-4425695000,-1331411000,-1408278000,-2325939859,-1888138488,-2262495174,-12.60173705,23.690001,1.590001,7.194574661,0
-316310000,-1895597000,-676107000,377025415.2,-658014927.5,-922122323.9,4.467977716,22.66,-1.030001,-4.347830125,0
4055950000,1420702000,-211160000,1591926816,519227433.6,-218200134.4,7.130947075,22.32,-0.34,-1.500441306,0
3893790000,3970546000,2242182000,725518257.4,1415840223,759402832.2,4.523741504,21.59,-0.73,-3.270609319,0
4169790000,4079930000,4069054000,2635939931,1701294431,1836250350,8.579332591,21.15,-0.44,-2.037980547,0
-248305000,1443193000,2292152000,810367738.4,1328989111,1141542384,-6.885716992,21.49,0.34,1.607565012,0
-107640000,795453000,1575199000,-2737248616,-741480131.1,121550073.7,1.39275766,20.540001,-0.949999,-4.420656119,0
-1392625000,-1866123000,-677900000,-5362872192,-4179821433,-2368451504,-14.59620947,22.51,1.969999,9.591036534,0
4322685000,4613774000,4743769000,2604898265,3325254260,3020668860,-3.516732224,17.549999,-0.58,-3.199117661,0
-230190000,1604341000,2704515000,-8623738.47,1315211877,2225344669,-16.30304394,18.25,0.700001,3.988609914,0
-272900000,641378000,1573876000,724886617.6,675760062.1,1330189205,14.33345909,17.85,-0.4,-2.191780822,0
4042780000,1427856000,1470456000,2142432978,1184434776,998501019.5,3.22645686,17.629999,-0.220001,-1.232498599,0
-421765000,1389569000,530690000,-228804507.5,827160872.8,626919439.7,-18.6439535,17.91,0.280001,1.588207691,0
-863630000,-3201330000,-3990716000,-3100437873,-4212932651,-3650462514,7.52514156,25.41,-1.899999,-6.957155143,0
-125260000,-1489612000,-2839418000,-1959253630,-2882341406,-3696703414,-9.819924208,24.549999,-0.860001,-3.384498229,0
293605000,1047389000,-253062000,432071323,-286081427.8,-1459197346,11.64176449,23.139999,-1.41,-5.743381089,0
-203860000,2388665000,807743000,2353486739,3668290017,2318825729,-0.961769171,16.32,0.59,3.75079466,0
155735000,1115987000,2404388000,3017895308,3030455289,3681334625,1.727468447,16.469999,0.149999,0.91911152,0
36180000,1638061000,708341000,1469989081,1806682532,1286464585,-4.488051601,22.629999,0.619999,2.816896865,0
-6985000,831881000,1634568000,1069123429,1643561725,1810166478,5.634997179,22.209999,-0.42,-1.85594352,0
186145000,-704074000,87533000,2855471880,1807013595,1944009070,-1.188439924,22.1,-0.109999,-0.49526792,0
-3771725000,-1414236000,-1474255000,3070289598,2961011725,2226859587,-3.465794346,21.74,-0.36,-1.628959276,0
-38070000,-1429760000,-2174460000,452390371.2,-819531012.6,-663526595.8,2.92399265,26.700001,-0.759998,-2.767654871,0
356740000,-680836000,-1394374000,-133019683.4,-319107374.8,-909889048.6,-9.924575664,27.370001,0.67,2.509363202,0
227875000,1080111000,147270000,541679705.7,809133674.2,371024094.1,14.0844765,24.450001,-2.92,-10.66861488,0
138050000,-1475276000,-2338018000,644408017.6,-564161552.5,-1047476763,21.60958743,21.709999,-2.160002,-9.0490235,0
268045000,-581133000,-1416956000,285433278,-244841725.9,-754138191.4,-6.829863403,22.540001,0.830002,3.823132373,0
218990000,1009793000,196425000,-225520891.2,724520624.1,224641506.1,4.955202038,22.6,0.059999,0.266188986,0
17780000,-663106000,158128000,1631768809,245383915.1,721776656.5,-2.692628904,23.25,0.65,2.876106195,0
5087480000,2134156000,2110542000,2718046562,2043167724,1537608928,5.09846582,19.09,0.059999,0.315286373,0
-575035000,1817457000,938582000,923821701.3,1428056322,1408133843,-12.89853044,20.629999,1.539999,8.067045574,0
-286120000,603331000,1805537000,64696268.37,980646737,1297861472,8.413915818,19.790001,-0.839998,-4.071730687,0
4826675000,1718757000,1643432000,1023393818,239439589.5,791825461.5,-1.077422833,19.27,-0.520001,-2.627594612,0
3901680000,4311919000,2411559000,1031943768,1237259487,643334778.4,1.84966279,18.780001,-0.489999,-2.542807473,0
4296020000,1433176000,-126702000,768449734.5,-432528797.5,-1205105515,18.91445731,18.75,-3.01,-13.83272059,0
4181325000,4148955000,2289414000,3077331748,1778107713,640902699,3.192984188,18.040001,-0.709999,-3.786661333,0
-7055000,1769484000,2551851000,3316063069,3134465367,2249271471,-1.985101118,18.370001,0.33,1.829268191,0
